Date,Q_DET_SWG,Q_DET_GEN,Q_DET_LRO,Q_DET_URO,DET_QTot,Q_BCL_GEN,Q_BCL_SWG,BCL_QTot,DET_TDG,BCL1_TDG,BCL2_TDG,BCLO_TDG
2024-01-02T09:00:00-0800,0,0,0,0,0,1600.00000009888,0,1600.00000009888,119.577155409116,109.028727770178,109.165526675787,108.891928864569
2024-01-02T10:00:00-0800,0,89.9999998841679,0,0,89.9999998841679,1600.00000009888,0,1600.00000009888,118.341570565623,108.344733242134,108.618331053352,107.797537619699
2024-01-02T11:00:00-0800,0,2140.00000011018,0,0,2140.00000011018,1589.9999999548,0,1589.9999999548,103.651839648545,107.66073871409,108.344733242134,107.250341997264
2024-01-02T12:00:00-0800,0,2219.99999985027,0,0,2219.99999985027,1600.00000009888,0,1600.00000009888,101.869672807259,107.260273972603,107.945205479452,106.575342465753
2024-01-02T13:00:00-0800,0,2240.00000013843,0,0,2240.00000013843,1600.00000009888,0,1600.00000009888,101.734581497797,107.544581618656,107.818930041152,106.310013717421
2024-01-02T14:00:00-0800,0,2240.00000013843,0,0,2240.00000013843,1600.00000009888,0,1600.00000009888,101.734581497797,107.956104252401,107.818930041152,106.172839506173
2024-01-02T15:00:00-0800,0,2229.99999999435,0,0,2229.99999999435,1600.00000009888,0,1600.00000009888,101.736972704715,108.928571428571,107.967032967033,106.593406593407
2024-01-02T16:00:00-0800,0,2160.0000000452,0,0,2160.0000000452,1609.99999988982,0,1609.99999988982,101.59911772815,109.615384615385,108.379120879121,107.28021978022
2024-01-02T17:00:00-0800,0,100.000000028252,0,0,100.000000028252,1609.99999988982,0,1609.99999988982,102.8359030837,110.42524005487,108.641975308642,107.681755829904
2024-01-02T18:00:00-0800,0,0,0,0,0,1600.00000009888,0,1600.00000009888,103.661894273128,111.385459533608,109.053497942387,108.367626886145
2024-01-02T19:00:00-0800,0,0,0,0,0,1589.9999999548,0,1589.9999999548,103.937224669604,112.208504801097,109.465020576132,109.327846364883
2024-01-02T20:00:00-0800,0,0,0,2153.7,2153.7,1580.00000016386,0,1580.00000016386,120.319383259912,113.305898491084,109.876543209877,110.013717421125
2024-01-02T21:00:00-0800,0,0,0,2153.7,2153.7,1600.00000009888,0,1600.00000009888,120.566400879846,113.835616438356,110.27397260274,110.821917808219
2024-01-02T22:00:00-0800,0,0,0,2152.76,2152.76,1589.9999999548,0,1589.9999999548,120.732378854626,115.22633744856,110.836762688615,111.659807956104
